date,day_nb,from,to,result,Max.Agg.Aggressor,Max.agg.victim,winner,loser,draw
2015-02-17,48,panc,bone,1,Displace,,panc,bone,FALSE
2015-02-17,48,panc,sash,1,Displace,,panc,sash,FALSE
2015-02-17,48,sash,fay,1,Supplant,,sash,fay,FALSE
2015-02-17,48,sash,ging,1,Supplant,,sash,ging,FALSE
2015-02-17,48,tyle,panc,1,Lunge,,tyle,panc,FALSE
2015-02-17,48,ring,ging,2,Chase,,ging,ring,FALSE
2015-02-17,48,mori,talu,2,Displace,Chase,talu,mori,FALSE
2015-02-18,49,coco,holl,1,Displace,,coco,holl,FALSE
2015-02-18,49,flyn,ring,1,Displace,,flyn,ring,FALSE
2015-02-18,49,lucy,phoe,1,Displace,,lucy,phoe,FALSE
2015-02-18,49,max,holl,1,Chase,,max,holl,FALSE
2015-02-18,49,phoe,ring,1,Chase,,phoe,ring,FALSE
2015-02-18,49,ring,wokb,1,Chase,,ring,wokb,FALSE
2015-02-18,49,ring,gimp,1,Displace,,ring,gimp,FALSE
2015-02-18,49,sash,larr,1,Chase,,sash,larr,FALSE
2015-02-18,49,sash,coco,1,Displace,,sash,coco,FALSE
2015-02-18,49,scar,ring,1,Charge,,scar,ring,FALSE
2015-02-18,49,cind,dori,2,Lunge,,dori,cind,FALSE
2015-02-19,50,gimp,flo,1,Charge,,gimp,flo,FALSE
2015-02-20,51,coco,gimp,1,Chase,,coco,gimp,FALSE
2015-02-20,51,coco,gimp,1,Chase,,coco,gimp,FALSE
2015-02-20,51,coco,carm,1,Charge,,coco,carm,FALSE
2015-02-20,51,dori,ging,1,Chase,,dori,ging,FALSE
2015-02-20,51,larr,tyle,1,Displace,,larr,tyle,FALSE
2015-02-20,51,panc,scar,1,Charge,,panc,scar,FALSE
2015-02-20,51,panc,tyle,1,Displace,,panc,tyle,FALSE
2015-02-20,51,phoe,panc,1,Chase,,phoe,panc,FALSE
2015-02-20,51,saff,coco,1,Physical contact,,saff,coco,FALSE
2015-02-20,51,sash,carm,1,Displace,,sash,carm,FALSE
2015-02-20,51,sash,scar,1,Displace,,sash,scar,FALSE
2015-02-20,51,sash,holl,1,Displace,,sash,holl,FALSE
2015-02-20,51,sash,ocea,1,Displace,,sash,ocea,FALSE
2015-02-20,51,sash,dori,1,Displace,,sash,dori,FALSE
2015-02-20,51,bone,ocea,2,Physical contact,,ocea,bone,FALSE
2015-02-23,54,hect,gimp,1,Charge,Submission only,hect,gimp,FALSE
2015-02-23,54,larr,panc,1,Displace,,larr,panc,FALSE
2015-02-23,54,larr,talu,1,Displace,,larr,talu,FALSE
2015-02-23,54,mori,lego,1,Chase,,mori,lego,FALSE
2015-02-23,54,mori,ocea,1,Lunge,,mori,ocea,FALSE
2015-02-23,54,panc,mori,1,Displace,,panc,mori,FALSE
2015-02-23,54,panc,flyn,1,Chase,,panc,flyn,FALSE
2015-02-23,54,ring,flyn,1,Charge,,ring,flyn,FALSE
2015-02-23,54,tyle,max,1,Charge,,tyle,max,FALSE
2015-02-23,54,tyle,gimp,1,Displace,,tyle,gimp,FALSE
2015-02-23,54,flyn,lucy,2,Charge,,lucy,flyn,FALSE
2015-02-24,55,carm,schm,1,Chase,,carm,schm,FALSE
2015-02-24,55,carm,lego,1,Chase,,carm,lego,FALSE
2015-02-24,55,carm,dori,1,Charge,,carm,dori,FALSE
2015-02-24,55,gimp,panc,1,Chase,,gimp,panc,FALSE
2015-02-24,55,ging,carm,1,Chase,,ging,carm,FALSE
2015-02-24,55,holl,ging,1,Displace,,holl,ging,FALSE
2015-02-24,55,mori,ring,1,Chase,,mori,ring,FALSE
2015-02-24,55,phoe,dori,1,Charge,,phoe,dori,FALSE
2015-02-24,55,phoe,flo,1,Physical contact,,phoe,flo,FALSE
2015-02-24,55,scar,coco,1,Displace,,scar,coco,FALSE
2015-02-25,56,carm,dori,1,Lunge,,carm,dori,FALSE
2015-02-25,56,max,flyn,1,Displace,,max,flyn,FALSE
2015-02-25,56,panc,holl,1,Submission only,,panc,holl,FALSE
2015-02-25,56,ring,hect,1,Displace,,ring,hect,FALSE
2015-02-25,56,sash,coco,1,Lunge,,sash,coco,FALSE
2015-02-25,56,sash,lucy,1,Displace,,sash,lucy,FALSE
2015-02-25,56,sash,holl,1,Displace,,sash,holl,FALSE
2015-02-25,56,sash,scar,1,Displace,,sash,scar,FALSE
2015-02-25,56,gizm,fay,2,Lunge,,fay,gizm,FALSE
2015-02-25,56,gizm,flo,2,Lunge,,flo,gizm,FALSE
2015-02-25,56,dori,panc,2,Chase,,panc,dori,FALSE
2015-02-25,56,bone,scar,2,Lunge,,scar,bone,FALSE
2015-02-25,56,dori,ring,3,Chase,,ring,dori,TRUE
2015-02-25,56,coco,gimp,3,Charge,,gimp,coco,TRUE
2015-02-26,57,carm,dori,1,Charge,,carm,dori,FALSE
2015-02-26,57,carm,dori,1,Charge,,carm,dori,FALSE
2015-02-26,57,carm,fina,1,Supplant,,carm,fina,FALSE
2015-02-26,57,dori,wokb,1,Physical contact,,dori,wokb,FALSE
2015-02-26,57,dori,ocea,1,Physical contact,,dori,ocea,FALSE
2015-02-26,57,holl,carm,1,Displace,,holl,carm,FALSE
2015-02-26,57,holl,cind,1,Lunge,,holl,cind,FALSE
2015-02-26,57,lucy,panc,1,Chase,,lucy,panc,FALSE
2015-02-26,57,lucy,ocea,1,Displace,,lucy,ocea,FALSE
2015-02-26,57,sash,ocea,1,Physical contact,,sash,ocea,FALSE
2015-02-26,57,sash,scar,1,Physical contact,,sash,scar,FALSE
2015-02-26,57,sash,coco,1,Displace,,sash,coco,FALSE
2015-02-26,57,scar,coco,1,Displace,,scar,coco,FALSE
2015-02-26,57,spoc,cola,1,Physical contact,,spoc,cola,FALSE
2015-02-26,57,talu,lucy,1,Chase,,talu,lucy,FALSE
2015-02-27,58,coco,carm,1,Charge,,coco,carm,FALSE
2015-02-27,58,coco,ging,1,Vocal threat,,coco,ging,FALSE
2015-02-27,58,coco,ring,1,Charge,,coco,ring,FALSE
2015-02-27,58,coco,dori,1,Chase,,coco,dori,FALSE
2015-02-27,58,dori,ocea,1,Physical contact,,dori,ocea,FALSE
2015-02-27,58,flo,ring,1,Chase,Submission only,flo,ring,FALSE
2015-02-27,58,panc,ring,1,Chase,,panc,ring,FALSE
2015-02-27,58,raje,mori,1,Chase,,raje,mori,FALSE
2015-02-27,58,scar,holl,1,Physical contact,,scar,holl,FALSE
2015-02-27,58,carm,phoe,2,Physical contact,,phoe,carm,FALSE
2015-03-02,61,fay,fina,1,Displace,,fay,fina,FALSE
2015-03-02,61,flyn,bone,1,Charge,,flyn,bone,FALSE
2015-03-02,61,flyn,talu,1,Charge,,flyn,talu,FALSE
2015-03-02,61,holl,flo,1,Supplant,,holl,flo,FALSE
2015-03-02,61,larr,flyn,1,Supplant,,larr,flyn,FALSE
2015-03-02,61,larr,flyn,1,Charge,,larr,flyn,FALSE
2015-03-02,61,lucy,carm,1,Physical contact,,lucy,carm,FALSE
2015-03-02,61,mori,raje,1,Displace,,mori,raje,FALSE
2015-03-02,61,panc,phoe,1,Displace,,panc,phoe,FALSE
2015-03-02,61,ring,flyn,1,Charge,,ring,flyn,FALSE
2015-03-02,61,sash,holl,1,Supplant,,sash,holl,FALSE
2015-03-02,61,scar,coco,1,Displace,,scar,coco,FALSE
2015-03-02,61,talu,wokb,1,Charge,,talu,wokb,FALSE
2015-03-02,61,wokb,ocea,1,Physical contact,,wokb,ocea,FALSE
2015-03-02,61,panc,scar,2,Chase,,scar,panc,FALSE
2015-03-03,62,flyn,mori,1,Submission only,,flyn,mori,FALSE
2015-03-03,62,larr,mori,1,Displace,,larr,mori,FALSE
2015-03-03,62,lucy,ocea,1,Supplant,,lucy,ocea,FALSE
2015-03-03,62,sash,lucy,1,Displace,,sash,lucy,FALSE
2015-03-03,62,hect,gimp,2,Physical contact,,gimp,hect,FALSE
2015-03-03,62,ring,sash,3,Vocal threat,,sash,ring,TRUE
2015-03-04,63,carm,flo,1,Lunge,,carm,flo,FALSE
2015-03-04,63,ging,bone,1,Chase,,ging,bone,FALSE
2015-03-04,63,larr,dori,1,Displace,,larr,dori,FALSE
2015-03-04,63,larr,flo,1,Displace,,larr,flo,FALSE
2015-03-04,63,ring,gimp,1,Supplant,,ring,gimp,FALSE
2015-03-04,63,sash,oreo,1,Supplant,,sash,oreo,FALSE
2015-03-04,63,gimp,ring,2,Charge,Chase,ring,gimp,FALSE
2015-03-04,63,oreo,wokb,2,Facial threat,,wokb,oreo,FALSE
2015-03-05,64,carm,dori,1,Charge,,carm,dori,FALSE
2015-03-05,64,coco,panc,1,Chase,,coco,panc,FALSE
2015-03-05,64,coco,fina,1,Physical contact,,coco,fina,FALSE
2015-03-05,64,coco,lucy,1,Displace,,coco,lucy,FALSE
2015-03-05,64,gimp,dori,1,Displace,,gimp,dori,FALSE
2015-03-05,64,lucy,ocea,1,Charge,,lucy,ocea,FALSE
2015-03-05,64,panc,saff,1,Lunge,,panc,saff,FALSE
2015-03-05,64,panc,flyn,1,Charge,,panc,flyn,FALSE
2015-03-05,64,panc,mori,1,Displace,,panc,mori,FALSE
2015-03-05,64,ring,flyn,1,Lunge,,ring,flyn,FALSE
2015-03-05,64,sash,coco,1,Displace,,sash,coco,FALSE
2015-03-05,64,sash,lucy,1,Displace,,sash,lucy,FALSE
2015-03-05,64,sash,fina,1,Displace,,sash,fina,FALSE
2015-03-05,64,scar,dori,1,Displace,,scar,dori,FALSE
2015-03-05,64,scar,panc,1,Physical contact,,scar,panc,FALSE
2015-03-05,64,scar,oreo,1,Displace,,scar,oreo,FALSE
2015-03-05,64,scar,oreo,1,Displace,,scar,oreo,FALSE
2015-03-05,64,spoc,gimp,1,Physical contact,,spoc,gimp,FALSE
2015-03-05,64,mori,gimp,2,Physical contact,,gimp,mori,FALSE
2015-03-06,65,carm,ring,1,Charge,,carm,ring,FALSE
2015-03-06,65,carm,flo,1,Charge,,carm,flo,FALSE
2015-03-06,65,coco,dori,1,Charge,,coco,dori,FALSE
2015-03-06,65,lucy,fina,1,Physical contact,,lucy,fina,FALSE
2015-03-06,65,panc,talu,1,Displace,,panc,talu,FALSE
2015-03-06,65,puck,hect,1,Displace,,puck,hect,FALSE
2015-03-06,65,saff,wolo,1,Physical contact,,saff,wolo,FALSE
2015-03-06,65,saff,fay,1,Physical contact,Submission only,saff,fay,FALSE
2015-03-06,65,sash,carm,1,Charge,,sash,carm,FALSE
2015-03-06,65,sash,carm,1,Displace,,sash,carm,FALSE
2015-03-06,65,scar,fina,1,Charge,,scar,fina,FALSE
2015-03-06,65,spoc,saff,1,Physical contact,,spoc,saff,FALSE
2015-03-06,65,carm,cola,2,Physical contact,,cola,carm,FALSE
2015-03-10,69,carm,dori,1,Lunge,,carm,dori,FALSE
2015-03-10,69,dori,ring,1,Charge,,dori,ring,FALSE
2015-03-10,69,ging,mori,1,Chase,Submission only,ging,mori,FALSE
2015-03-10,69,panc,bone,1,Displace,,panc,bone,FALSE
2015-03-10,69,phoe,flo,1,Displace,,phoe,flo,FALSE
2015-03-10,69,sash,holl,1,Displace,,sash,holl,FALSE
2015-03-10,69,sash,saff,1,Charge,,sash,saff,FALSE
2015-03-10,69,sash,coco,1,Displace,,sash,coco,FALSE
2015-03-10,69,scar,talu,1,Charge,,scar,talu,FALSE
2015-03-10,69,scar,holl,1,Displace,,scar,holl,FALSE
2015-03-10,69,scar,flo,1,Displace,,scar,flo,FALSE
2015-03-10,69,schm,panc,1,Chase,,schm,panc,FALSE
2015-03-10,69,tyle,dori,1,Chase,,tyle,dori,FALSE
2015-03-11,70,holl,dori,1,Supplant,,holl,dori,FALSE
2015-03-12,71,sash,scar,1,Displace,,sash,scar,FALSE
2015-03-12,71,scar,carm,1,Charge,,scar,carm,FALSE
2015-03-12,71,schm,lucy,2,Charge,,lucy,schm,FALSE
2015-03-13,72,carm,gizm,1,Charge,,carm,gizm,FALSE
2015-03-13,72,carm,dori,1,Physical contact,,carm,dori,FALSE
2015-03-13,72,coco,flyn,1,Lunge,,coco,flyn,FALSE
2015-03-13,72,flyn,panc,1,Displace,,flyn,panc,FALSE
2015-03-13,72,lucy,fay,1,Displace,,lucy,fay,FALSE
2015-03-13,72,ring,bone,1,Submission only,,ring,bone,FALSE
2015-03-13,72,saff,puck,1,Charge,,saff,puck,FALSE
2015-03-13,72,scar,flo,1,Charge,,scar,flo,FALSE
2015-03-13,72,spoc,saff,1,Physical contact,,spoc,saff,FALSE
2015-03-13,72,wokb,daen,1,Physical contact,,wokb,daen,FALSE
2015-03-13,72,flyn,fay,2,Chase,,fay,flyn,FALSE
2015-03-16,75,fay,ocea,1,Submission only,,fay,ocea,FALSE
2015-03-16,75,larr,raje,1,Displace,,larr,raje,FALSE
2015-03-16,75,lucy,flo,1,Chase,,lucy,flo,FALSE
2015-03-16,75,sash,lucy,1,Displace,,sash,lucy,FALSE
2015-03-16,75,sash,ging,1,Displace,,sash,ging,FALSE
2015-03-16,75,sash,phoe,1,Physical contact,,sash,phoe,FALSE
2015-03-16,75,scar,lucy,1,Displace,,scar,lucy,FALSE
2015-03-16,75,scar,ging,1,Displace,,scar,ging,FALSE
2015-03-16,75,gimp,carm,2,Physical contact,,carm,gimp,FALSE
2015-03-18,77,carm,wokb,1,Physical contact,,carm,wokb,FALSE
2015-03-18,77,carm,dori,1,Charge,,carm,dori,FALSE
2015-03-18,77,coco,ocea,1,Lunge,,coco,ocea,FALSE
2015-03-18,77,mori,flyn,1,Supplant,,mori,flyn,FALSE
2015-03-18,77,sash,coco,1,Supplant,,sash,coco,FALSE
2015-03-18,77,sash,coco,1,Displace,,sash,coco,FALSE
2015-03-18,77,schm,gimp,1,Displace,,schm,gimp,FALSE
2015-03-19,78,fay,holl,1,Displace,,fay,holl,FALSE
2015-03-19,78,mori,raje,1,Displace,,mori,raje,FALSE
2015-03-19,78,mori,raje,1,Supplant,,mori,raje,FALSE
2015-03-19,78,mori,flyn,1,Displace,,mori,flyn,FALSE
2015-03-19,78,mori,ring,1,Displace,,mori,ring,FALSE
2015-03-19,78,panc,wokb,1,Displace,,panc,wokb,FALSE
2015-03-19,78,raje,ring,1,Displace,,raje,ring,FALSE
2015-03-19,78,sash,coco,1,Displace,,sash,coco,FALSE
2015-03-19,78,sash,carm,1,Displace,,sash,carm,FALSE
2015-03-19,78,sash,carm,1,Displace,,sash,carm,FALSE
2015-03-19,78,scar,phoe,1,Charge,,scar,phoe,FALSE
2015-03-19,78,scar,talu,1,Lunge,,scar,talu,FALSE
2015-03-19,78,tyle,flyn,1,Displace,,tyle,flyn,FALSE
2015-03-19,78,wokb,ocea,1,Charge,,wokb,ocea,FALSE
2015-03-20,79,fay,carm,1,Chase,,fay,carm,FALSE
2015-03-20,79,lucy,dori,1,Displace,,lucy,dori,FALSE
2015-03-20,79,mori,raje,1,Supplant,,mori,raje,FALSE
2015-03-20,79,panc,raje,1,Supplant,,panc,raje,FALSE
2015-03-20,79,panc,raje,1,Displace,,panc,raje,FALSE
2015-03-20,79,phoe,fina,1,Displace,,phoe,fina,FALSE
2015-03-20,79,sash,larr,1,Supplant,,sash,larr,FALSE
2015-03-20,79,sash,cind,1,Physical contact,,sash,cind,FALSE
2015-03-20,79,sash,holl,1,Vocal threat,,sash,holl,FALSE
2015-03-20,79,talu,gimp,1,Displace,,talu,gimp,FALSE
2015-03-20,79,wokb,gimp,1,Chase,,wokb,gimp,FALSE
2015-03-20,79,ring,coco,2,Chase,,coco,ring,FALSE
2015-03-24,83,larr,scar,1,Displace,,larr,scar,FALSE
2015-03-24,83,panc,ring,1,Chase,,panc,ring,FALSE
2015-03-25,84,bone,gimp,1,Lunge,,bone,gimp,FALSE
2015-03-25,84,flyn,panc,1,Submission only,,flyn,panc,FALSE
2015-03-25,84,gimp,dori,1,Displace,,gimp,dori,FALSE
2015-03-25,84,ging,carm,1,Displace,,ging,carm,FALSE
2015-03-25,84,phoe,dori,1,Displace,,phoe,dori,FALSE
2015-03-25,84,sash,ocea,1,Physical contact,,sash,ocea,FALSE
2015-03-26,85,flo,larr,1,Lunge,,flo,larr,FALSE
2015-03-26,85,sash,holl,1,Supplant,,sash,holl,FALSE
2015-03-26,85,scar,phoe,1,Displace,,scar,phoe,FALSE
2015-03-27,86,bone,ocea,1,Displace,,bone,ocea,FALSE
2015-03-27,86,carm,wokb,1,Physical contact,,carm,wokb,FALSE
2015-03-27,86,fay,fina,1,Lunge,,fay,fina,FALSE
2015-03-27,86,lucy,hect,1,Lunge,,lucy,hect,FALSE
2015-03-27,86,lucy,dori,1,Charge,,lucy,dori,FALSE
2015-03-27,86,lucy,puck,1,Physical contact,,lucy,puck,FALSE
2015-03-27,86,mori,lucy,1,Displace,,mori,lucy,FALSE
2015-03-27,86,ocea,dori,1,Submission only,,ocea,dori,FALSE
2015-03-27,86,oreo,fina,1,Physical contact,,oreo,fina,FALSE
2015-03-27,86,sash,hect,1,Physical contact,,sash,hect,FALSE
2015-03-27,86,sash,scar,1,Displace,,sash,scar,FALSE
2015-03-27,86,scar,gimp,1,Charge,,scar,gimp,FALSE
2015-03-27,86,scar,schm,1,Charge,,scar,schm,FALSE
2015-03-27,86,schm,ocea,1,Displace,,schm,ocea,FALSE
2015-03-27,86,mori,ocea,2,Charge,,ocea,mori,FALSE
2015-03-27,86,sash,mori,3,Vocal threat,,mori,sash,TRUE
2015-03-27,86,scar,cola,3,Vocal threat,,cola,scar,TRUE
2015-03-27,86,panc,sash,3,Lunge,,sash,panc,TRUE
2015-03-28,87,coco,talu,1,Chase,,coco,talu,FALSE
2015-03-28,87,coco,lucy,1,Charge,,coco,lucy,FALSE
2015-03-28,87,larr,gimp,1,Supplant,,larr,gimp,FALSE
2015-03-28,87,larr,tyle,1,Displace,,larr,tyle,FALSE
2015-03-28,87,larr,panc,1,Displace,,larr,panc,FALSE
2015-03-28,87,larr,ring,1,Displace,,larr,ring,FALSE
2015-03-28,87,larr,flyn,1,Displace,,larr,flyn,FALSE
2015-03-28,87,larr,flyn,1,Displace,,larr,flyn,FALSE
2015-03-28,87,mori,schm,1,Submission only,,mori,schm,FALSE
2015-03-28,87,panc,dori,1,Supplant,,panc,dori,FALSE
2015-03-28,87,panc,dori,1,Lunge,,panc,dori,FALSE
2015-03-28,87,panc,talu,1,Submission only,,panc,talu,FALSE
2015-03-28,87,raje,gizm,1,Facial threat,,raje,gizm,FALSE
2015-03-28,87,ring,lucy,1,Displace,,ring,lucy,FALSE
2015-03-28,87,sash,ring,1,Charge,,sash,ring,FALSE
2015-03-28,87,sash,coco,1,Charge,,sash,coco,FALSE
2015-03-28,87,sash,phoe,1,Displace,,sash,phoe,FALSE
2015-03-28,87,scar,panc,1,Charge,Charge,scar,panc,FALSE
2015-03-28,87,schm,dori,1,Lunge,,schm,dori,FALSE
2015-03-28,87,talu,flo,1,Chase,,talu,flo,FALSE
2015-03-28,87,tyle,ring,1,Charge,,tyle,ring,FALSE
2015-03-28,87,wokb,ocea,1,Physical contact,,wokb,ocea,FALSE
2015-03-30,89,dori,wokb,1,Displace,,dori,wokb,FALSE
2015-03-30,89,flo,dori,1,Chase,,flo,dori,FALSE
2015-03-30,89,gimp,ocea,1,Physical contact,,gimp,ocea,FALSE
2015-03-30,89,gizm,carm,1,Lunge,,gizm,carm,FALSE
2015-03-30,89,mori,raje,1,Vocal threat,,mori,raje,FALSE
2015-03-30,89,mori,raje,1,Displace,Scream,mori,raje,FALSE
2015-03-30,89,mori,fent,1,Facial threat,,mori,fent,FALSE
2015-03-30,89,tyle,schm,1,Displace,,tyle,schm,FALSE
2015-03-31,90,coco,talu,1,Physical contact,,coco,talu,FALSE
2015-03-31,90,dori,ocea,1,Charge,,dori,ocea,FALSE
2015-03-31,90,flo,wokb,1,Charge,,flo,wokb,FALSE
2015-03-31,90,flyn,ring,1,Displace,,flyn,ring,FALSE
2015-03-31,90,larr,talu,1,Supplant,,larr,talu,FALSE
2015-03-31,90,larr,panc,1,Displace,,larr,panc,FALSE
2015-03-31,90,larr,flyn,1,Supplant,,larr,flyn,FALSE
2015-03-31,90,mori,ring,1,Vocal threat,,mori,ring,FALSE
2015-03-31,90,panc,raje,1,Displace,Submission only,panc,raje,FALSE
2015-03-31,90,ring,holl,1,Vocal threat,,ring,holl,FALSE
2015-03-31,90,sash,ocea,1,Displace,,sash,ocea,FALSE
2015-03-31,90,sash,ging,1,Displace,,sash,ging,FALSE
2015-03-31,90,sash,carm,1,Displace,,sash,carm,FALSE
2015-03-31,90,sash,flyn,1,Charge,,sash,flyn,FALSE
2015-03-31,90,sash,holl,1,Supplant,,sash,holl,FALSE
2015-03-31,90,scar,gimp,1,Displace,,scar,gimp,FALSE
2015-03-31,90,scar,carm,1,Physical contact,,scar,carm,FALSE
2015-03-31,90,scar,larr,1,Charge,,scar,larr,FALSE
2015-03-31,90,talu,ocea,1,Displace,,talu,ocea,FALSE
2015-03-31,90,talu,dori,1,Supplant,,talu,dori,FALSE
2015-03-31,90,tyle,talu,1,Supplant,,tyle,talu,FALSE
2015-03-31,90,tyle,wokb,1,Physical contact,,tyle,wokb,FALSE
2015-03-31,90,ring,flo,2,Chase,,flo,ring,FALSE
2015-03-31,90,raje,holl,2,Physical contact,,holl,raje,FALSE
2015-03-31,90,tyle,scar,2,Chase,,scar,tyle,FALSE
2015-03-31,90,tyle,wokb,2,Physical contact,,wokb,tyle,FALSE
2015-04-02,92,flyn,mori,1,Submission only,,flyn,mori,FALSE
2015-04-02,92,sash,ocea,1,Displace,,sash,ocea,FALSE
2015-04-02,92,scar,bone,1,Physical contact,,scar,bone,FALSE
2015-04-02,92,mori,dori,2,Physical contact,,dori,mori,FALSE
2015-04-02,92,tyle,sash,2,Chase,,sash,tyle,FALSE
2015-04-03,93,bone,ring,1,Chase,,bone,ring,FALSE
2015-04-03,93,carm,wokb,1,Charge,,carm,wokb,FALSE
2015-04-03,93,coco,gimp,1,Chase,Submission only,coco,gimp,FALSE
2015-04-03,93,fay,wokb,1,Chase,,fay,wokb,FALSE
2015-04-03,93,lucy,raje,1,Chase,,lucy,raje,FALSE
2015-04-03,93,panc,tyle,1,Displace,Submission only,panc,tyle,FALSE
2015-04-03,93,panc,schm,1,Submission only,,panc,schm,FALSE
2015-04-03,93,phoe,carm,1,Lunge,,phoe,carm,FALSE
2015-04-03,93,ring,dori,1,Charge,,ring,dori,FALSE
2015-04-03,93,sash,lucy,1,Submission only,,sash,lucy,FALSE
2015-04-03,93,sash,ocea,1,Physical contact,,sash,ocea,FALSE
2015-04-03,93,sash,flo,1,Vocal threat,,sash,flo,FALSE
2015-04-03,93,tyle,lucy,2,Chase,,lucy,tyle,FALSE
2015-04-03,93,ring,schm,3,Facial threat,,schm,ring,TRUE
2015-04-03,93,tyle,panc,3,Lunge,,panc,tyle,TRUE
2015-04-07,97,bone,ocea,1,Lunge,,bone,ocea,FALSE
2015-04-07,97,coco,flo,1,Lunge,,coco,flo,FALSE
2015-04-07,97,coco,ocea,1,Charge,,coco,ocea,FALSE
2015-04-07,97,coco,cind,1,Chase,,coco,cind,FALSE
2015-04-07,97,coco,gimp,1,Chase,,coco,gimp,FALSE
2015-04-07,97,gimp,dori,1,Physical contact,Submission only,gimp,dori,FALSE
2015-04-07,97,gimp,daen,1,Chase,,gimp,daen,FALSE
2015-04-07,97,hect,flo,1,Lunge,,hect,flo,FALSE
2015-04-07,97,larr,puck,1,Displace,,larr,puck,FALSE
2015-04-07,97,lucy,ocea,1,Physical contact,,lucy,ocea,FALSE
2015-04-07,97,mori,panc,1,Lunge,,mori,panc,FALSE
2015-04-07,97,panc,talu,1,Facial threat,,panc,talu,FALSE
2015-04-07,97,panc,flyn,1,Lunge,,panc,flyn,FALSE
2015-04-07,97,panc,scar,1,Submission only,,panc,scar,FALSE
2015-04-07,97,panc,phoe,1,Submission only,,panc,phoe,FALSE
2015-04-07,97,sash,dori,1,Displace,,sash,dori,FALSE
2015-04-07,97,sash,flyn,1,Vocal threat,,sash,flyn,FALSE
2015-04-07,97,sash,ocea,1,Displace,,sash,ocea,FALSE
2015-04-07,97,tyle,gimp,1,Lunge,,tyle,gimp,FALSE
2015-04-07,97,panc,coco,2,Chase,,coco,panc,FALSE
2015-04-07,97,ring,wokb,2,Lunge,,wokb,ring,FALSE
2015-04-07,97,mori,ging,3,Submission only,,ging,mori,TRUE
2015-04-08,98,carm,dori,1,Chase,,carm,dori,FALSE
2015-04-08,98,larr,fay,1,Submission only,Submission only,larr,fay,FALSE
2015-04-08,98,lucy,fay,1,Facial threat,,lucy,fay,FALSE
2015-04-08,98,panc,flo,1,Charge,,panc,flo,FALSE
2015-04-08,98,panc,flyn,1,Vocal threat,,panc,flyn,FALSE
2015-04-08,98,puck,ring,1,Lunge,,puck,ring,FALSE
2015-04-08,98,sash,ging,1,Displace,,sash,ging,FALSE
2015-04-08,98,sash,carm,1,Submission only,,sash,carm,FALSE
2015-04-08,98,sash,coco,1,Displace,,sash,coco,FALSE
2015-04-08,98,sash,holl,1,Displace,,sash,holl,FALSE
2015-04-08,98,sash,lucy,1,Submission only,,sash,lucy,FALSE
2015-04-08,98,panc,ring,3,Lunge,,ring,panc,TRUE
2015-04-09,99,coco,phoe,1,Chase,,coco,phoe,FALSE
2015-04-09,99,coco,dori,1,Vocal threat,,coco,dori,FALSE
2015-04-09,99,gimp,flo,1,Physical contact,,gimp,flo,FALSE
2015-04-09,99,larr,flyn,1,Displace,,larr,flyn,FALSE
2015-04-09,99,panc,mori,1,Displace,Scream,panc,mori,FALSE
2015-04-09,99,panc,lucy,1,Charge,,panc,lucy,FALSE
2015-04-09,99,panc,tyle,1,Displace,,panc,tyle,FALSE
2015-04-09,99,sash,dori,1,Displace,,sash,dori,FALSE
2015-04-09,99,sash,flo,1,Displace,,sash,flo,FALSE
2015-04-09,99,sash,flo,1,Displace,,sash,flo,FALSE
2015-04-09,99,sash,carm,1,Displace,,sash,carm,FALSE
2015-04-09,99,sash,ging,1,Physical contact,,sash,ging,FALSE
2015-04-09,99,scar,talu,1,Chase,,scar,talu,FALSE
2015-04-09,99,scar,flo,1,Displace,,scar,flo,FALSE
2015-04-09,99,scar,dori,1,Displace,,scar,dori,FALSE
2015-04-09,99,tyle,larr,1,Chase,,tyle,larr,FALSE
2015-04-09,99,wokb,ocea,1,Lunge,,wokb,ocea,FALSE
2015-04-10,100,carm,dori,1,Chase,,carm,dori,FALSE
2015-04-10,100,carm,ring,1,Vocal threat,,carm,ring,FALSE
2015-04-10,100,fay,ging,1,Vocal threat,,fay,ging,FALSE
2015-04-10,100,gimp,flo,1,Displace,,gimp,flo,FALSE
2015-04-10,100,panc,tyle,1,Displace,,panc,tyle,FALSE
2015-04-10,100,ring,bone,1,Displace,,ring,bone,FALSE
2015-04-10,100,sash,flyn,1,Vocal threat,,sash,flyn,FALSE
2015-04-10,100,sash,carm,1,Facial threat,,sash,carm,FALSE
2015-04-10,100,scar,ring,1,Charge,,scar,ring,FALSE
2015-04-10,100,scar,gizm,1,Lunge,,scar,gizm,FALSE
2015-04-10,100,spoc,holl,1,Physical contact,,spoc,holl,FALSE
2015-04-10,100,mori,ocea,2,Lunge,,ocea,mori,FALSE
2015-04-10,100,fay,mori,3,Lunge,,mori,fay,TRUE
2015-04-13,103,bone,tyle,1,Displace,,bone,tyle,FALSE
2015-04-13,103,lucy,gimp,1,Vocal threat,,lucy,gimp,FALSE
2015-04-13,103,panc,puck,1,Displace,Submission only,panc,puck,FALSE
2015-04-13,103,panc,gizm,1,Displace,Submission only,panc,gizm,FALSE
2015-04-13,103,sash,talu,1,Vocal threat,,sash,talu,FALSE
2015-04-13,103,sash,panc,1,Vocal threat,,sash,panc,FALSE
2015-04-13,103,sash,coco,1,Submission only,,sash,coco,FALSE
